code_pra,ratio,valeur
52009,r1_sau_surf,0.5161067190230916
52012,r1_sau_surf,0.5218483192797541
52311,r1_sau_surf,0.5232763654155451
52312,r1_sau_surf,0.6353241259026242
52314,r1_sau_surf,0.4902276847752085
52318,r1_sau_surf,0.6151172392248122
68302,r1_sau_surf,0.7837646473687082
68304,r1_sau_surf,0.3362288808236123
68307,r1_sau_surf,0.18642231287664485
52321,r1_sau_surf,0.34979210670669897
54307,r1_sau_surf,0.16019974852371735
54308,r1_sau_surf,0.6186929594730058
54313,r1_sau_surf,0.3923951764128436
56363,r1_sau_surf,0.503979854840971
56364,r1_sau_surf,0.3937597450060354
57003,r1_sau_surf,0.22008149899561927
57004,r1_sau_surf,0.3630433873157465
57306,r1_sau_surf,0.6478632332981002
57307,r1_sau_surf,0.15680619692600894
57308,r1_sau_surf,0.38264508486625204
57473,r1_sau_surf,0.5834805077735566
58180,r1_sau_surf,0.6524857975858945
58340,r1_sau_surf,0.5664339235289262
58429,r1_sau_surf,0.5856104492796604
59027,r1_sau_surf,0.6416150562420269
60328,r1_sau_surf,0.2780436162875169
61088,r1_sau_surf,0.7898444244513305
61352,r1_sau_surf,0.629741993658758
61353,r1_sau_surf,0.6810869639344905
61354,r1_sau_surf,0.6633475341806516
61355,r1_sau_surf,0.6859175934153761
62023,r1_sau_surf,0.678380890092666
62024,r1_sau_surf,0.688428930566028
62029,r1_sau_surf,0.5549718766051136
62030,r1_sau_surf,0.7456105741685622
69465,r1_sau_surf,0.3623198722860413
70005,r1_sau_surf,0.3890193480549308
70006,r1_sau_surf,0.1551823155797297
70007,r1_sau_surf,0.5186695111615961
70205,r1_sau_surf,0.530072431928744
62031,r1_sau_surf,0.502531053382652
62040,r1_sau_surf,0.39017506900364785
62324,r1_sau_surf,0.7390596944405994
62325,r1_sau_surf,0.6340172698361966
62326,r1_sau_surf,0.6824332655209437
63165,r1_sau_surf,0.5215769631596768
63166,r1_sau_surf,0.626932768712018
63173,r1_sau_surf,0.34361428380564213
63174,r1_sau_surf,0.34642747077874775
63175,r1_sau_surf,0.37513521946862355
63176,r1_sau_surf,0.47203541204421967
63181,r1_sau_surf,0.5364993509512826
71429,r1_sau_surf,0.7418573779651791
71440,r1_sau_surf,0.5174605614368047
71441,r1_sau_surf,0.5854427748461762
71442,r1_sau_surf,0.6071855988409764
63417,r1_sau_surf,0.9345560215800827
63421,r1_sau_surf,0.5344295277568497
64138,r1_sau_surf,0.19579865937898333
64139,r1_sau_surf,0.6347517505424006
64143,r1_sau_surf,0.4744386817393581
64386,r1_sau_surf,0.6494179461972933
65381,r1_sau_surf,0.7016860271367179
65383,r1_sau_surf,0.6763614966356153
72090,r1_sau_surf,0.4842816436023615
72092,r1_sau_surf,0.7849526495651707
72093,r1_sau_surf,0.6914282766857937
65386,r1_sau_surf,0.6257657350646085
65387,r1_sau_surf,0.8547338140323308
65389,r1_sau_surf,0.5770174788657519
66257,r1_sau_surf,1.174152468849736
72345,r1_sau_surf,0.5894801173092415
66470,r1_sau_surf,0.2280046845465226
66472,r1_sau_surf,0.3871252748203277
68450,r1_sau_surf,0.4188713032960014
69194,r1_sau_surf,0.44121245039241425
69195,r1_sau_surf,0.406401407804607
69196,r1_sau_surf,0.08515198041183537
69199,r1_sau_surf,0.4443389513919808
70307,r1_sau_surf,0.16289233708999556
70309,r1_sau_surf,0.37000748541649237
71183,r1_sau_surf,0.7702380133727409
71184,r1_sau_surf,0.6092296485807938
71187,r1_sau_surf,0.6828038271369925
71202,r1_sau_surf,0.6215895597501271
72094,r1_sau_surf,0.8835163766580983
72355,r1_sau_surf,0.7215062624160289
73453,r1_sau_surf,0.3311999343104983
73220,r1_sau_surf,0.20629446005456603
73230,r1_sau_surf,0.5150000358358997
73454,r1_sau_surf,0.3137804574061635
73455,r1_sau_surf,0.4610323710420937
74456,r1_sau_surf,0.3600493918325436
73456,r1_sau_surf,0.2848079970939738
74208,r1_sau_surf,0.45541441050069087
74210,r1_sau_surf,0.34365659007518035
74211,r1_sau_surf,0.5237058810989357
74214,r1_sau_surf,0.2780547052445436
74225,r1_sau_surf,0.4218972581563714
78055,r1_sau_surf,0.37169734710380237
74228,r1_sau_surf,0.4434064401315596
74454,r1_sau_surf,0.34090592118978974
74455,r1_sau_surf,0.5260226625620104
77045,r1_sau_surf,0.8066602950536031
78342,r1_sau_surf,0.9343372014465895
79109,r1_sau_surf,0.7780308308693952
79349,r1_sau_surf,0.7201511164439688
79366,r1_sau_surf,0.7599495246184703
79367,r1_sau_surf,0.7962888250265319
79368,r1_sau_surf,0.7504869906311804
77056,r1_sau_surf,0.7634164427168207
78330,r1_sau_surf,0.542925107780434
78332,r1_sau_surf,0.30059825232982856
77059,r1_sau_surf,0.644678525262176
77060,r1_sau_surf,0.8339314794463688
77335,r1_sau_surf,0.8309879536893611
77337,r1_sau_surf,0.6096902002177117
77338,r1_sau_surf,0.6852408696915698
77339,r1_sau_surf,0.8168326543853514
78053,r1_sau_surf,0.44354019224607216
78054,r1_sau_surf,0.3134833885453974
78333,r1_sau_surf,0.08398148641157671
